"","filename","version","vuln_count","date"
"480","gpgsm","version_0.6",405,"2022-06-10"
"481","gpgsplit","version_0.4",82,"2021-01-07"
"482","gpgsplit","version_0.5",67,"2021-07-05"
"483","gpgsplit","version_0.6",67,"2022-06-10"
"484","gpgtar","version_0.4",300,"2021-01-07"
"485","gpgtar","version_0.5",126,"2021-07-05"
"486","gpgtar","version_0.6",127,"2022-06-10"
"487","gpgv","version_0.4",1244,"2021-01-07"
"488","gpgv","version_0.5",294,"2021-07-05"
"489","gpgv","version_0.6",353,"2022-06-10"
"490","grep","version_0.4",689,"2021-01-07"
"491","grep","version_0.5",186,"2021-07-05"
"492","grep","version_0.6",241,"2022-06-10"
"493","grepjar","version_0.4",448,"2021-01-07"
"494","grepjar","version_0.5",124,"2021-07-05"
"495","grepjar","version_0.6",132,"2022-06-10"
"496","groff","version_0.4",318,"2021-01-07"
"497","groff","version_0.5",186,"2021-07-05"
"498","groff","version_0.6",212,"2022-06-10"
"499","grops","version_0.4",439,"2021-01-07"
"500","grops","version_0.5",218,"2021-07-05"
"501","grops","version_0.6",309,"2022-06-10"
"502","grotty","version_0.4",321,"2021-01-07"
"503","grotty","version_0.5",149,"2021-07-05"
"504","grotty","version_0.6",204,"2022-06-10"
"505","grub-editenv","version_0.4",1074,"2021-01-07"
"506","grub-editenv","version_0.5",121,"2021-07-05"
"507","grub-editenv","version_0.6",188,"2022-06-10"
"508","grub-file","version_0.4",0,"2021-01-07"
"509","grub-file","version_0.5",0,"2021-07-05"
"510","grub-file","version_0.6",0,"2022-06-10"
"511","grub-fstest","version_0.4",0,"2021-01-07"
"512","grub-fstest","version_0.5",0,"2021-07-05"
"513","grub-fstest","version_0.6",0,"2022-06-10"
"514","grub-glue-efi","version_0.4",1072,"2021-01-07"
"515","grub-glue-efi","version_0.5",123,"2021-07-05"
"516","grub-glue-efi","version_0.6",188,"2022-06-10"
"517","grub-menulst2cfg","version_0.4",265,"2021-01-07"
"518","grub-menulst2cfg","version_0.5",94,"2021-07-05"
"519","grub-menulst2cfg","version_0.6",135,"2022-06-10"
"520","grub-mkfont","version_0.4",1109,"2021-01-07"
"521","grub-mkfont","version_0.5",131,"2021-07-05"
"522","grub-mkfont","version_0.6",199,"2022-06-10"
"523","grub-mkimage","version_0.4",1478,"2021-01-07"
"524","grub-mkimage","version_0.5",189,"2021-07-05"
"525","grub-mkimage","version_0.6",282,"2022-06-10"
"526","grub-mklayout","version_0.4",0,"2021-01-07"
"527","grub-mklayout","version_0.5",0,"2021-07-05"
"528","grub-mklayout","version_0.6",0,"2022-06-10"
"529","grub-mknetdir","version_0.4",1575,"2021-01-07"
"530","grub-mknetdir","version_0.5",246,"2021-07-05"
"531","grub-mknetdir","version_0.6",427,"2022-06-10"
"532","grub-mkpasswd-pbkdf2","version_0.4",1094,"2021-01-07"
"533","grub-mkpasswd-pbkdf2","version_0.5",128,"2021-07-05"
