"filename","version","vuln_count","date"
"touch","version_2.1",80,NA
"touch","version_2.0",80,NA
"touch","version_1.1",80,NA
"touch","version_1.0",0,NA
"cutycapt","version_3.1.1",0,NA
"cutycapt","version_3.1",0,NA
"cutycapt","version_3.0",0,NA
"cutycapt","version_2.2.1",0,NA
"cutycapt","version_2.2",0,NA
"cutycapt","version_2.1.post1",99,NA
"cutycapt","version_2.1",99,NA
"cutycapt","version_2.0",99,NA
"cutycapt","version_1.1",99,NA
"cutycapt","version_1.0",0,NA
"atk6-thcping6","version_3.1.1",0,NA
"atk6-thcping6","version_3.1",0,NA
"atk6-thcping6","version_3.0",0,NA
"atk6-thcping6","version_2.2.1",0,NA
"atk6-thcping6","version_2.2",0,NA
"atk6-thcping6","version_2.1.post1",80,NA
"atk6-thcping6","version_2.1",80,NA
"atk6-thcping6","version_2.0",80,NA
"atk6-thcping6","version_1.1",80,NA
"atk6-thcping6","version_1.0",0,NA
"mt-gnu","version_3.1.1",80,NA
"mt-gnu","version_3.1",0,NA
"mt-gnu","version_3.0",80,NA
"mt-gnu","version_2.2.1",80,NA
"mt-gnu","version_2.2",80,NA
"mt-gnu","version_2.1.post1",80,NA
"mt-gnu","version_2.1",80,NA
"mt-gnu","version_2.0",80,NA
"mt-gnu","version_1.1",80,NA
"mt-gnu","version_1.0",0,NA
"ab","version_3.1.1",0,NA
"ab","version_3.1",0,NA
"ab","version_3.0",0,NA
"ab","version_2.2.1",0,NA
"ab","version_2.2",0,NA
"ab","version_2.1.post1",80,NA
"ab","version_2.1",80,NA
"ab","version_2.0",80,NA
"ab","version_1.1",80,NA
"ab","version_1.0",0,NA
"b2sum","version_3.1.1",0,NA
"b2sum","version_3.1",0,NA
"b2sum","version_3.0",0,NA
"b2sum","version_2.2.1",0,NA
"b2sum","version_2.2",0,NA
"b2sum","version_2.1.post1",80,NA
"b2sum","version_2.1",80,NA
"b2sum","version_2.0",80,NA
"b2sum","version_1.1",80,NA
"b2sum","version_1.0",0,NA
"xfce4-about","version_3.1.1",0,NA
"xfce4-about","version_3.1",0,NA
"xfce4-about","version_3.0",0,NA
"xfce4-about","version_2.2.1",0,NA
"xfce4-about","version_2.2",0,NA
"xfce4-about","version_2.1.post1",91,NA
"xfce4-about","version_2.1",91,NA
"xfce4-about","version_2.0",91,NA
"xfce4-about","version_1.1",91,NA
"xfce4-about","version_1.0",0,NA
"sed","version_3.1.1",0,NA
"sed","version_3.1",0,NA
"sed","version_3.0",0,NA
"sed","version_2.2.1",0,NA
"sed","version_2.2",0,NA
"sed","version_2.1.post1",80,NA
"sed","version_2.1",80,NA
"sed","version_2.0",80,NA
"sed","version_1.1",80,NA
"sed","version_1.0",0,NA
"sendmsrpc","version_3.1.1",0,NA
"sendmsrpc","version_3.1",0,NA
"sendmsrpc","version_3.0",0,NA
"sendmsrpc","version_2.2.1",0,NA
"sendmsrpc","version_2.2",0,NA
"sendmsrpc","version_2.1.post1",80,NA
"sendmsrpc","version_2.1",80,NA
"sendmsrpc","version_2.0",80,NA
"sendmsrpc","version_1.1",80,NA
"sendmsrpc","version_1.0",0,NA
"ld","version_3.1.1",4,NA
"ld","version_3.1",0,NA
"ld","version_3.0",4,NA
"ld","version_2.2.1",0,NA
"ld","version_2.2",0,NA
"ld","version_2.1.post1",0,NA
"ld","version_2.1",0,NA
"ld","version_2.0",0,NA
"ld","version_1.1",0,NA
"ld","version_1.0",0,NA
"rawshark","version_3.1.1",0,NA
"rawshark","version_3.1",0,NA
"rawshark","version_3.0",0,NA
"rawshark","version_2.2.1",0,NA
"rawshark","version_2.2",0,NA
"rawshark","version_2.1.post1",80,NA
"rawshark","version_2.1",80,NA
"rawshark","version_2.0",80,NA
"rawshark","version_1.1",80,NA
"rawshark","version_1.0",0,NA
"hotpatcher","version_3.1.1",0,NA
"hotpatcher","version_3.1",0,NA
"hotpatcher","version_3.0",0,NA
"hotpatcher","version_2.2.1",0,NA
"hotpatcher","version_2.2",0,NA
"hotpatcher","version_2.1.post1",80,NA
"hotpatcher","version_2.1",80,NA
"hotpatcher","version_2.0",80,NA
"hotpatcher","version_1.1",80,NA
"hotpatcher","version_1.0",0,NA
"traceroute.db","version_3.1.1",0,NA
"traceroute.db","version_3.1",0,NA
"traceroute.db","version_3.0",0,NA
"traceroute.db","version_2.2.1",0,NA
"traceroute.db","version_2.2",0,NA
"traceroute.db","version_2.1.post1",80,NA
"traceroute.db","version_2.1",80,NA
"traceroute.db","version_2.0",80,NA
"traceroute.db","version_1.1",80,NA
"traceroute.db","version_1.0",0,NA
"stunnel4","version_3.1.1",12,NA
"stunnel4","version_3.1",0,NA
"stunnel4","version_3.0",12,NA
"stunnel4","version_2.2.1",12,NA
"stunnel4","version_2.2",12,NA
"stunnel4","version_2.1.post1",134,NA
"stunnel4","version_2.1",134,NA
"stunnel4","version_2.0",134,NA
"stunnel4","version_1.1",134,NA
"stunnel4","version_1.0",0,NA
"cjpeg","version_3.1.1",0,NA
"cjpeg","version_3.1",0,NA
"cjpeg","version_3.0",0,NA
"cjpeg","version_2.2.1",0,NA
"cjpeg","version_2.2",0,NA
"cjpeg","version_2.1.post1",80,NA
"cjpeg","version_2.1",80,NA
"cjpeg","version_2.0",80,NA
"cjpeg","version_1.1",80,NA
"cjpeg","version_1.0",0,NA
"bitmap","version_3.1.1",0,NA
"bitmap","version_3.1",0,NA
"bitmap","version_3.0",0,NA
"bitmap","version_2.2.1",0,NA
"bitmap","version_2.2",0,NA
"bitmap","version_2.1.post1",99,NA
"bitmap","version_2.1",99,NA
"bitmap","version_2.0",99,NA
"bitmap","version_1.1",99,NA
"bitmap","version_1.0",0,NA
"kismet_cap_ti_cc_2540","version_3.1.1",0,NA
"kismet_cap_ti_cc_2540","version_3.1",0,NA
"kismet_cap_ti_cc_2540","version_3.0",0,NA
"kismet_cap_ti_cc_2540","version_2.2.1",0,NA
"kismet_cap_ti_cc_2540","version_2.2",0,NA
"kismet_cap_ti_cc_2540","version_2.1.post1",74,NA
"kismet_cap_ti_cc_2540","version_2.1",74,NA
"kismet_cap_ti_cc_2540","version_2.0",74,NA
"kismet_cap_ti_cc_2540","version_1.1",74,NA
"kismet_cap_ti_cc_2540","version_1.0",0,NA
"rarun2","version_3.1.1",0,NA
"rarun2","version_3.1",0,NA
"rarun2","version_3.0",0,NA
"rarun2","version_2.2.1",0,NA
"rarun2","version_2.2",0,NA
"rarun2","version_2.1.post1",80,NA
"rarun2","version_2.1",80,NA
"rarun2","version_2.0",80,NA
"rarun2","version_1.1",80,NA
"rarun2","version_1.0",0,NA
"mariadb-plugin","version_3.1.1",58,NA
"mariadb-plugin","version_3.1",0,NA
"mariadb-plugin","version_3.0",58,NA
"mariadb-plugin","version_2.2.1",58,NA
"mariadb-plugin","version_2.2",58,NA
"mariadb-plugin","version_2.1.post1",138,NA
"mariadb-plugin","version_2.1",138,NA
"mariadb-plugin","version_2.0",138,NA
"mariadb-plugin","version_1.1",138,NA
"mariadb-plugin","version_1.0",0,NA
"findmnt","version_3.1.1",0,NA
"findmnt","version_3.1",0,NA
"findmnt","version_3.0",0,NA
"findmnt","version_2.2.1",0,NA
"findmnt","version_2.2",0,NA
"findmnt","version_2.1.post1",80,NA
"findmnt","version_2.1",80,NA
"findmnt","version_2.0",80,NA
"findmnt","version_1.1",80,NA
"findmnt","version_1.0",0,NA
"lstopo","version_3.1.1",0,NA
"lstopo","version_3.1",0,NA
"lstopo","version_3.0",0,NA
"lstopo","version_2.2.1",0,NA
"lstopo","version_2.2",0,NA
"lstopo","version_2.1.post1",19,NA
"lstopo","version_2.1",19,NA
"lstopo","version_2.0",19,NA
"lstopo","version_1.1",19,NA
"lstopo","version_1.0",0,NA
"lsof","version_3.1.1",0,NA
"lsof","version_3.1",0,NA
"lsof","version_3.0",0,NA
"lsof","version_2.2.1",0,NA
"lsof","version_2.2",0,NA
"lsof","version_2.1.post1",90,NA
"lsof","version_2.1",90,NA
"lsof","version_2.0",90,NA
"lsof","version_1.1",90,NA
"lsof","version_1.0",0,NA
"kismetdb_to_pcap","version_3.1.1",0,NA
"kismetdb_to_pcap","version_3.1",0,NA
"kismetdb_to_pcap","version_3.0",0,NA
"kismetdb_to_pcap","version_2.2.1",0,NA
"kismetdb_to_pcap","version_2.2",0,NA
"kismetdb_to_pcap","version_2.1.post1",80,NA
"kismetdb_to_pcap","version_2.1",80,NA
"kismetdb_to_pcap","version_2.0",80,NA
"kismetdb_to_pcap","version_1.1",80,NA
"kismetdb_to_pcap","version_1.0",0,NA
"dpkg-split","version_3.1.1",0,NA
"dpkg-split","version_3.1",0,NA
"dpkg-split","version_3.0",0,NA
"dpkg-split","version_2.2.1",0,NA
"dpkg-split","version_2.2",0,NA
"dpkg-split","version_2.1.post1",90,NA
"dpkg-split","version_2.1",90,NA
"dpkg-split","version_2.0",90,NA
"dpkg-split","version_1.1",90,NA
"dpkg-split","version_1.0",0,NA
"smbcontrol","version_3.1.1",18,NA
"smbcontrol","version_3.1",0,NA
"smbcontrol","version_3.0",18,NA
"smbcontrol","version_2.2.1",18,NA
"smbcontrol","version_2.2",18,NA
"smbcontrol","version_2.1.post1",98,NA
"smbcontrol","version_2.1",98,NA
"smbcontrol","version_2.0",98,NA
"smbcontrol","version_1.1",98,NA
"smbcontrol","version_1.0",0,NA
"xfce4-mime-settings","version_3.1.1",0,NA
"xfce4-mime-settings","version_3.1",0,NA
"xfce4-mime-settings","version_3.0",0,NA
"xfce4-mime-settings","version_2.2.1",0,NA
"xfce4-mime-settings","version_2.2",0,NA
"xfce4-mime-settings","version_2.1.post1",91,NA
"xfce4-mime-settings","version_2.1",91,NA
"xfce4-mime-settings","version_2.0",91,NA
"xfce4-mime-settings","version_1.1",91,NA
"xfce4-mime-settings","version_1.0",0,NA
"tsk_loaddb","version_3.1.1",0,NA
"tsk_loaddb","version_3.1",0,NA
"tsk_loaddb","version_3.0",0,NA
"tsk_loaddb","version_2.2.1",0,NA
"tsk_loaddb","version_2.2",0,NA
"tsk_loaddb","version_2.1.post1",80,NA
"tsk_loaddb","version_2.1",80,NA
"tsk_loaddb","version_2.0",80,NA
"tsk_loaddb","version_1.1",80,NA
"tsk_loaddb","version_1.0",0,NA
"chfn","version_3.1.1",0,NA
"chfn","version_3.1",0,NA
"chfn","version_3.0",0,NA
"chfn","version_2.2.1",0,NA
"chfn","version_2.2",0,NA
"chfn","version_2.1.post1",90,NA
"chfn","version_2.1",90,NA
"chfn","version_2.0",90,NA
"chfn","version_1.1",90,NA
"chfn","version_1.0",0,NA
"nano","version_3.1.1",0,NA
"nano","version_3.1",0,NA
"nano","version_3.0",0,NA
"nano","version_2.2.1",0,NA
"nano","version_2.2",0,NA
"nano","version_2.1.post1",80,NA
"nano","version_2.1",80,NA
"nano","version_2.0",80,NA
"nano","version_1.1",80,NA
"nano","version_1.0",0,NA
"sha256deep","version_3.1.1",0,NA
"sha256deep","version_3.1",0,NA
"sha256deep","version_3.0",0,NA
"sha256deep","version_2.2.1",0,NA
"sha256deep","version_2.2",0,NA
"sha256deep","version_2.1.post1",80,NA
"sha256deep","version_2.1",80,NA
"sha256deep","version_2.0",80,NA
"sha256deep","version_1.1",80,NA
"sha256deep","version_1.0",0,NA
"perl5.32.1","version_3.1.1",0,NA
"perl5.32.1","version_3.1",0,NA
"perl5.32.1","version_3.0",0,NA
"perl5.32.1","version_2.2.1",0,NA
"perl5.32.1","version_2.2",0,NA
"perl5.32.1","version_2.1.post1",19,NA
"perl5.32.1","version_2.1",19,NA
"perl5.32.1","version_2.0",19,NA
"perl5.32.1","version_1.1",19,NA
"perl5.32.1","version_1.0",0,NA
"stty","version_3.1.1",0,NA
"stty","version_3.1",0,NA
"stty","version_3.0",0,NA
"stty","version_2.2.1",0,NA
"stty","version_2.2",0,NA
"stty","version_2.1.post1",80,NA
"stty","version_2.1",80,NA
"stty","version_2.0",80,NA
"stty","version_1.1",80,NA
"stty","version_1.0",0,NA
"fastjar","version_3.1.1",0,NA
"fastjar","version_3.1",0,NA
"fastjar","version_3.0",0,NA
"fastjar","version_2.2.1",0,NA
"fastjar","version_2.2",0,NA
"fastjar","version_2.1.post1",80,NA
"fastjar","version_2.1",80,NA
"fastjar","version_2.0",80,NA
"fastjar","version_1.1",80,NA
"fastjar","version_1.0",0,NA
"dirb","version_3.1.1",0,NA
"dirb","version_3.1",0,NA
"dirb","version_3.0",0,NA
"dirb","version_2.2.1",0,NA
"dirb","version_2.2",0,NA
"dirb","version_2.1.post1",90,NA
"dirb","version_2.1",90,NA
"dirb","version_2.0",90,NA
"dirb","version_1.1",90,NA
"dirb","version_1.0",0,NA
"chgrp","version_3.1.1",0,NA
"chgrp","version_3.1",0,NA
"chgrp","version_3.0",0,NA
"chgrp","version_2.2.1",0,NA
"chgrp","version_2.2",0,NA
"chgrp","version_2.1.post1",80,NA
"chgrp","version_2.1",80,NA
"chgrp","version_2.0",80,NA
"chgrp","version_1.1",80,NA
"chgrp","version_1.0",0,NA
"dceoversmb","version_3.1.1",0,NA
"dceoversmb","version_3.1",0,NA
"dceoversmb","version_3.0",0,NA
"dceoversmb","version_2.2.1",0,NA
"dceoversmb","version_2.2",0,NA
"dceoversmb","version_2.1.post1",80,NA
"dceoversmb","version_2.1",80,NA
"dceoversmb","version_2.0",80,NA
"dceoversmb","version_1.1",80,NA
"dceoversmb","version_1.0",0,NA
"grops","version_3.1.1",0,NA
"grops","version_3.1",0,NA
"grops","version_3.0",0,NA
"grops","version_2.2.1",0,NA
"grops","version_2.2",0,NA
"grops","version_2.1.post1",80,NA
"grops","version_2.1",80,NA
"grops","version_2.0",80,NA
"grops","version_1.1",80,NA
"grops","version_1.0",0,NA
"x86_64-linux-gnu-as","version_3.1.1",2,NA
"x86_64-linux-gnu-as","version_3.1",0,NA
"x86_64-linux-gnu-as","version_3.0",2,NA
"x86_64-linux-gnu-as","version_2.2.1",2,NA
"x86_64-linux-gnu-as","version_2.2",2,NA
"x86_64-linux-gnu-as","version_2.1.post1",82,NA
"x86_64-linux-gnu-as","version_2.1",82,NA
"x86_64-linux-gnu-as","version_2.0",82,NA
"x86_64-linux-gnu-as","version_1.1",82,NA
"x86_64-linux-gnu-as","version_1.0",2,NA
"grotty","version_3.1.1",0,NA
"grotty","version_3.1",0,NA
"grotty","version_3.0",0,NA
"grotty","version_2.2.1",0,NA
"grotty","version_2.2",0,NA
"grotty","version_2.1.post1",80,NA
"grotty","version_2.1",80,NA
"grotty","version_2.0",80,NA
"grotty","version_1.1",80,NA
"grotty","version_1.0",0,NA
"seq","version_3.1.1",0,NA
"seq","version_3.1",0,NA
"seq","version_3.0",0,NA
"seq","version_2.2.1",0,NA
"seq","version_2.2",0,NA
"seq","version_2.1.post1",80,NA
"seq","version_2.1",80,NA
"seq","version_2.0",80,NA
"seq","version_1.1",80,NA
"seq","version_1.0",0,NA
"pixiewps","version_3.1.1",0,NA
"pixiewps","version_3.1",0,NA
"pixiewps","version_3.0",0,NA
"pixiewps","version_2.2.1",0,NA
"pixiewps","version_2.2",0,NA
"pixiewps","version_2.1.post1",80,NA
"pixiewps","version_2.1",80,NA
"pixiewps","version_2.0",80,NA
"pixiewps","version_1.1",80,NA
"pixiewps","version_1.0",0,NA
"tcpreplay-edit","version_3.1.1",0,NA
"tcpreplay-edit","version_3.1",0,NA
"tcpreplay-edit","version_3.0",0,NA
"tcpreplay-edit","version_2.2.1",0,NA
"tcpreplay-edit","version_2.2",0,NA
"tcpreplay-edit","version_2.1.post1",80,NA
"tcpreplay-edit","version_2.1",80,NA
"tcpreplay-edit","version_2.0",80,NA
"tcpreplay-edit","version_1.1",80,NA
"tcpreplay-edit","version_1.0",0,NA
"x86_64-linux-gnu-gprof","version_3.1.1",2,NA
"x86_64-linux-gnu-gprof","version_3.1",0,NA
"x86_64-linux-gnu-gprof","version_3.0",2,NA
"x86_64-linux-gnu-gprof","version_2.2.1",2,NA
"x86_64-linux-gnu-gprof","version_2.2",2,NA
"x86_64-linux-gnu-gprof","version_2.1.post1",82,NA
"x86_64-linux-gnu-gprof","version_2.1",82,NA
"x86_64-linux-gnu-gprof","version_2.0",82,NA
"x86_64-linux-gnu-gprof","version_1.1",82,NA
"x86_64-linux-gnu-gprof","version_1.0",2,NA
"xkbprint","version_3.1.1",0,NA
"xkbprint","version_3.1",0,NA
"xkbprint","version_3.0",0,NA
"xkbprint","version_2.2.1",0,NA
"xkbprint","version_2.2",0,NA
"xkbprint","version_2.1.post1",97,NA
"xkbprint","version_2.1",97,NA
"xkbprint","version_2.0",97,NA
"xkbprint","version_1.1",97,NA
"xkbprint","version_1.0",0,NA
"luit","version_3.1.1",0,NA
"luit","version_3.1",0,NA
"luit","version_3.0",0,NA
"luit","version_2.2.1",0,NA
"luit","version_2.2",0,NA
"luit","version_2.1.post1",80,NA
"luit","version_2.1",80,NA
"luit","version_2.0",80,NA
"luit","version_1.1",80,NA
"luit","version_1.0",0,NA
"hciconfig","version_3.1.1",0,NA
"hciconfig","version_3.1",0,NA
"hciconfig","version_3.0",0,NA
"hciconfig","version_2.2.1",0,NA
"hciconfig","version_2.2",0,NA
"hciconfig","version_2.1.post1",80,NA
"hciconfig","version_2.1",80,NA
"hciconfig","version_2.0",80,NA
"hciconfig","version_1.1",80,NA
"hciconfig","version_1.0",0,NA
"apt-mark","version_3.1.1",0,NA
"apt-mark","version_3.1",0,NA
"apt-mark","version_3.0",0,NA
"apt-mark","version_2.2.1",0,NA
"apt-mark","version_2.2",0,NA
"apt-mark","version_2.1.post1",80,NA
"apt-mark","version_2.1",80,NA
"apt-mark","version_2.0",80,NA
"apt-mark","version_1.1",80,NA
"apt-mark","version_1.0",0,NA
"lefty","version_3.1.1",0,NA
"lefty","version_3.1",0,NA
"lefty","version_3.0",0,NA
"lefty","version_2.2.1",0,NA
"lefty","version_2.2",0,NA
"lefty","version_2.1.post1",19,NA
"lefty","version_2.1",19,NA
"lefty","version_2.0",19,NA
"lefty","version_1.1",19,NA
"lefty","version_1.0",0,NA
"unzip","version_3.1.1",0,NA
"unzip","version_3.1",0,NA
"unzip","version_3.0",0,NA
"unzip","version_2.2.1",0,NA
"unzip","version_2.2",0,NA
"unzip","version_2.1.post1",80,NA
"unzip","version_2.1",80,NA
"unzip","version_2.0",80,NA
"unzip","version_1.1",80,NA
"unzip","version_1.0",0,NA
"airolib-ng","version_3.1.1",0,NA
"airolib-ng","version_3.1",0,NA
"airolib-ng","version_3.0",0,NA
"airolib-ng","version_2.2.1",0,NA
"airolib-ng","version_2.2",0,NA
"airolib-ng","version_2.1.post1",80,NA
"airolib-ng","version_2.1",80,NA
"airolib-ng","version_2.0",80,NA
"airolib-ng","version_1.1",80,NA
"airolib-ng","version_1.0",0,NA
"sha224sum","version_3.1.1",0,NA
"sha224sum","version_3.1",0,NA
"sha224sum","version_3.0",0,NA
"sha224sum","version_2.2.1",0,NA
"sha224sum","version_2.2",0,NA
"sha224sum","version_2.1.post1",80,NA
"sha224sum","version_2.1",80,NA
"sha224sum","version_2.0",80,NA
"sha224sum","version_1.1",80,NA
"sha224sum","version_1.0",0,NA
"od","version_3.1.1",0,NA
"od","version_3.1",0,NA
"od","version_3.0",0,NA
"od","version_2.2.1",0,NA
"od","version_2.2",0,NA
"od","version_2.1.post1",80,NA
"od","version_2.1",80,NA
"od","version_2.0",80,NA
"od","version_1.1",80,NA
"od","version_1.0",0,NA
"update-mime-database","version_3.1.1",0,NA
"update-mime-database","version_3.1",0,NA
"update-mime-database","version_3.0",0,NA
"update-mime-database","version_2.2.1",0,NA
"update-mime-database","version_2.2",0,NA
"update-mime-database","version_2.1.post1",80,NA
"update-mime-database","version_2.1",80,NA
"update-mime-database","version_2.0",80,NA
"update-mime-database","version_1.1",80,NA
"update-mime-database","version_1.0",0,NA
"perl","version_3.1.1",0,NA
"perl","version_3.1",0,NA
"perl","version_3.0",0,NA
"perl","version_2.2.1",0,NA
"perl","version_2.2",0,NA
"perl","version_2.1.post1",19,NA
"perl","version_2.1",19,NA
"perl","version_2.0",19,NA
"perl","version_1.1",19,NA
"perl","version_1.0",0,NA
"systemd-analyze","version_3.1.1",0,NA
"systemd-analyze","version_3.1",0,NA
"systemd-analyze","version_3.0",0,NA
"systemd-analyze","version_2.2.1",0,NA
"systemd-analyze","version_2.2",0,NA
"systemd-analyze","version_2.1.post1",76,NA
"systemd-analyze","version_2.1",76,NA
"systemd-analyze","version_2.0",76,NA
"systemd-analyze","version_1.1",76,NA
"systemd-analyze","version_1.0",0,NA
"svnrdump","version_3.1.1",0,NA
"svnrdump","version_3.1",0,NA
"svnrdump","version_3.0",0,NA
"svnrdump","version_2.2.1",0,NA
"svnrdump","version_2.2",0,NA
"svnrdump","version_2.1.post1",91,NA
"svnrdump","version_2.1",91,NA
"svnrdump","version_2.0",91,NA
"svnrdump","version_1.1",91,NA
"svnrdump","version_1.0",0,NA
"thunar","version_3.1.1",0,NA
"thunar","version_3.1",0,NA
"thunar","version_3.0",0,NA
"thunar","version_2.2.1",0,NA
"thunar","version_2.2",0,NA
"thunar","version_2.1.post1",97,NA
"thunar","version_2.1",97,NA
"thunar","version_2.0",97,NA
"thunar","version_1.1",97,NA
"thunar","version_1.0",0,NA
"generic_listen_tcp","version_3.1.1",0,NA
"generic_listen_tcp","version_3.1",0,NA
"generic_listen_tcp","version_3.0",0,NA
"generic_listen_tcp","version_2.2.1",0,NA
"generic_listen_tcp","version_2.2",0,NA
"generic_listen_tcp","version_2.1.post1",80,NA
"generic_listen_tcp","version_2.1",80,NA
"generic_listen_tcp","version_2.0",80,NA
"generic_listen_tcp","version_1.1",80,NA
"generic_listen_tcp","version_1.0",0,NA
"pactl","version_3.1.1",0,NA
"pactl","version_3.1",0,NA
"pactl","version_3.0",0,NA
"pactl","version_2.2.1",0,NA
"pactl","version_2.2",0,NA
"pactl","version_2.1.post1",91,NA
"pactl","version_2.1",91,NA
"pactl","version_2.0",91,NA
"pactl","version_1.1",91,NA
"pactl","version_1.0",0,NA
"x86_64-linux-gnu-g++-10","version_3.1.1",0,NA
"x86_64-linux-gnu-g++-10","version_3.1",0,NA
"x86_64-linux-gnu-g++-10","version_3.0",0,NA
"x86_64-linux-gnu-g++-10","version_2.2.1",0,NA
"x86_64-linux-gnu-g++-10","version_2.2",0,NA
"x86_64-linux-gnu-g++-10","version_2.1.post1",80,NA
"x86_64-linux-gnu-g++-10","version_2.1",80,NA
"x86_64-linux-gnu-g++-10","version_2.0",80,NA
"x86_64-linux-gnu-g++-10","version_1.1",80,NA
"x86_64-linux-gnu-g++-10","version_1.0",0,NA
"xfce4-session","version_3.1.1",0,NA
"xfce4-session","version_3.1",0,NA
"xfce4-session","version_3.0",0,NA
"xfce4-session","version_2.2.1",0,NA
"xfce4-session","version_2.2",0,NA
"xfce4-session","version_2.1.post1",91,NA
"xfce4-session","version_2.1",91,NA
"xfce4-session","version_2.0",91,NA
"xfce4-session","version_1.1",91,NA
"xfce4-session","version_1.0",0,NA
"rearj","version_3.1.1",0,NA
"rearj","version_3.1",0,NA
"rearj","version_3.0",0,NA
"rearj","version_2.2.1",0,NA
"rearj","version_2.2",0,NA
"rearj","version_2.1.post1",80,NA
"rearj","version_2.1",80,NA
"rearj","version_2.0",80,NA
"rearj","version_1.1",80,NA
"rearj","version_1.0",0,NA
"x11perf","version_3.1.1",0,NA
"x11perf","version_3.1",0,NA
"x11perf","version_3.0",0,NA
"x11perf","version_2.2.1",0,NA
"x11perf","version_2.2",0,NA
"x11perf","version_2.1.post1",99,NA
"x11perf","version_2.1",99,NA
"x11perf","version_2.0",99,NA
"x11perf","version_1.1",99,NA
"x11perf","version_1.0",0,NA
"logtop","version_3.1.1",0,NA
"logtop","version_3.1",0,NA
"logtop","version_3.0",0,NA
"logtop","version_2.2.1",0,NA
"logtop","version_2.2",0,NA
"logtop","version_2.1.post1",0,NA
"logtop","version_2.1",0,NA
"logtop","version_2.0",0,NA
"logtop","version_1.1",0,NA
"logtop","version_1.0",0,NA
"date","version_3.1.1",0,NA
"date","version_3.1",0,NA
"date","version_3.0",0,NA
"date","version_2.2.1",0,NA
"date","version_2.2",0,NA
"date","version_2.1.post1",80,NA
"date","version_2.1",80,NA
"date","version_2.0",80,NA
"date","version_1.1",80,NA
"date","version_1.0",0,NA
"eqn","version_3.1.1",0,NA
"eqn","version_3.1",0,NA
"eqn","version_3.0",0,NA
"eqn","version_2.2.1",0,NA
"eqn","version_2.2",0,NA
"eqn","version_2.1.post1",80,NA
"eqn","version_2.1",80,NA
"eqn","version_2.0",80,NA
"eqn","version_1.1",80,NA
"eqn","version_1.0",0,NA
"medusa","version_3.1.1",0,NA
"medusa","version_3.1",0,NA
"medusa","version_3.0",0,NA
"medusa","version_2.2.1",0,NA
"medusa","version_2.2",0,NA
"medusa","version_2.1.post1",74,NA
"medusa","version_2.1",74,NA
"medusa","version_2.0",74,NA
"medusa","version_1.1",74,NA
"medusa","version_1.0",0,NA
"ndisasm","version_3.1.1",0,NA
"ndisasm","version_3.1",0,NA
"ndisasm","version_3.0",0,NA
"ndisasm","version_2.2.1",0,NA
"ndisasm","version_2.2",0,NA
"ndisasm","version_2.1.post1",97,NA
"ndisasm","version_2.1",97,NA
"ndisasm","version_2.0",97,NA
"ndisasm","version_1.1",97,NA
"ndisasm","version_1.0",0,NA
"atk6-dnsdict6","version_3.1.1",0,NA
"atk6-dnsdict6","version_3.1",0,NA
"atk6-dnsdict6","version_3.0",0,NA
"atk6-dnsdict6","version_2.2.1",0,NA
"atk6-dnsdict6","version_2.2",0,NA
"atk6-dnsdict6","version_2.1.post1",99,NA
"atk6-dnsdict6","version_2.1",99,NA
"atk6-dnsdict6","version_2.0",99,NA
"atk6-dnsdict6","version_1.1",99,NA
"atk6-dnsdict6","version_1.0",0,NA
"generic_send_tcp","version_3.1.1",0,NA
"generic_send_tcp","version_3.1",0,NA
"generic_send_tcp","version_3.0",0,NA
"generic_send_tcp","version_2.2.1",0,NA
"generic_send_tcp","version_2.2",0,NA
"generic_send_tcp","version_2.1.post1",80,NA
"generic_send_tcp","version_2.1",80,NA
"generic_send_tcp","version_2.0",80,NA
"generic_send_tcp","version_1.1",80,NA
"generic_send_tcp","version_1.0",0,NA
"openfortivpn","version_3.1.1",0,NA
"openfortivpn","version_3.1",0,NA
"openfortivpn","version_3.0",0,NA
"openfortivpn","version_2.2.1",0,NA
"openfortivpn","version_2.2",0,NA
"openfortivpn","version_2.1.post1",74,NA
"openfortivpn","version_2.1",74,NA
"openfortivpn","version_2.0",74,NA
"openfortivpn","version_1.1",74,NA
"openfortivpn","version_1.0",0,NA
"wdctl","version_3.1.1",0,NA
"wdctl","version_3.1",0,NA
"wdctl","version_3.0",0,NA
"wdctl","version_2.2.1",0,NA
"wdctl","version_2.2",0,NA
"wdctl","version_2.1.post1",80,NA
"wdctl","version_2.1",80,NA
"wdctl","version_2.0",80,NA
"wdctl","version_1.1",80,NA
"wdctl","version_1.0",0,NA
"resizepart","version_3.1.1",0,NA
"resizepart","version_3.1",0,NA
"resizepart","version_3.0",0,NA
"resizepart","version_2.2.1",0,NA
"resizepart","version_2.2",0,NA
"resizepart","version_2.1.post1",80,NA
"resizepart","version_2.1",80,NA
"resizepart","version_2.0",80,NA
"resizepart","version_1.1",80,NA
"resizepart","version_1.0",0,NA
"photorec","version_3.1.1",0,NA
"photorec","version_3.1",0,NA
"photorec","version_3.0",0,NA
"photorec","version_2.2.1",0,NA
"photorec","version_2.2",0,NA
"photorec","version_2.1.post1",26,NA
"photorec","version_2.1",26,NA
"photorec","version_2.0",26,NA
"photorec","version_1.1",26,NA
"photorec","version_1.0",0,NA
"x86_64-linux-gnu-ar","version_3.1.1",2,NA
"x86_64-linux-gnu-ar","version_3.1",0,NA
