"version_3.1.1","version_3.1","version_3.0","version_2.2.1","version_2.2","version_2.1.post1","version_2.1","version_2.0","version_1.1","version_1.0","filename"
4,0,4,0,0,0,0,0,0,0,"ytasm"
0,0,0,0,0,80,80,80,80,0,"filan"
0,0,0,0,0,80,80,80,80,0,"tcpprep"
0,0,0,0,0,91,91,91,91,0,"svnbench"
0,0,0,0,0,39,39,39,39,0,"sudo"
0,0,0,0,0,99,99,99,99,0,"nm-connection-editor"
2,0,2,0,0,0,0,0,0,0,"ncdu"
0,0,0,0,0,91,91,91,91,0,"xfce4-accessibility-settings"
0,0,0,0,0,91,91,91,91,0,"ldapcompare"
0,0,0,0,0,19,19,19,19,0,"myisam_ftdump"
0,0,0,0,0,80,80,80,80,0,"dbd"
0,0,0,0,0,80,80,80,80,0,"chown"
0,0,0,0,0,80,80,80,80,0,"ntfsdecrypt"
0,0,0,0,0,21,21,21,21,0,"innochecksum"
1,0,1,0,0,19,19,19,19,0,"zsh"
0,0,0,0,0,80,80,80,80,0,"post_fuzz"
0,0,0,0,0,91,91,91,91,0,"xfce4-clipman-history"
4,0,4,0,0,0,0,0,0,0,"ranlib"
0,0,0,0,0,80,80,80,80,0,"cadaver"
0,0,0,0,0,80,80,80,80,0,"rahash2"
70,0,70,70,70,145,145,145,145,68,"pth-curl"
0,0,0,0,0,80,80,80,80,0,"generic_web_server_fuzz"
0,0,0,0,0,80,80,80,80,0,"kismetdb_to_gpx"
0,0,0,0,0,80,80,80,80,0,"mpstat"
21,0,21,21,21,80,80,80,80,0,"grub-glue-efi"
0,0,0,0,0,91,91,91,91,0,"xfce4-appfinder"
12,0,12,12,12,128,128,128,128,0,"openssl"
0,0,0,0,0,26,26,26,26,0,"ip"
0,0,0,0,0,80,80,80,80,0,"unsquashfs"
0,0,0,0,0,19,19,19,19,0,"aria_ftdump"
0,0,0,0,0,99,99,99,99,0,"atril-previewer"
0,0,0,0,0,74,74,74,74,0,"proxytunnel"
0,0,0,0,0,80,80,80,80,0,"xfreerdp"
0,0,0,0,0,99,99,99,99,0,"xditview"
0,0,0,0,0,80,80,80,80,0,"xwininfo"
0,0,0,0,0,80,80,80,80,0,"chmod"
4,0,4,0,0,0,0,0,0,0,"tcpdump"
0,0,0,0,0,91,91,91,91,0,"udisksctl"
0,0,0,0,0,39,39,39,39,0,"systemd-hwdb"
0,0,0,0,0,91,91,91,91,0,"light-locker"
0,0,0,0,0,80,80,80,80,0,"kismetdb_to_kml"
76,0,76,76,76,80,80,80,80,0,"tar"
0,0,0,0,0,19,19,19,19,0,"mawk"
0,0,0,0,0,91,91,91,91,0,"xfce4-keyboard-settings"
0,0,0,0,0,80,80,80,80,0,"md5deep"
0,0,0,0,0,80,80,80,80,0,"lsmem"
0,0,0,0,0,80,80,80,80,0,"hciattach"
0,0,0,0,0,0,0,0,0,0,"fish"
0,0,0,0,0,80,80,80,80,0,"rm"
0,0,0,0,0,80,80,80,80,0,"pinentry-curses"
0,0,0,0,0,80,80,80,80,0,"ntfssecaudit"
0,0,0,0,0,80,80,80,80,0,"wpa_passphrase"
0,0,0,0,0,80,80,80,80,0,"vdir"
0,0,0,0,0,80,80,80,80,0,"apt-ftparchive"
21,0,21,21,21,80,80,80,80,0,"grub-mklayout"
0,0,0,0,0,80,80,80,80,0,"rx"
0,0,0,0,0,19,19,19,19,0,"edgepaint"
0,0,0,0,0,91,91,91,91,0,"xfwm4-settings"
0,0,0,0,0,80,80,80,80,0,"rabin2"
0,0,0,0,0,0,0,0,0,0,"wg"
0,0,0,0,0,80,80,80,80,0,"ico"
0,0,0,0,0,26,26,26,26,0,"hashcat"
0,0,0,0,0,80,80,80,80,0,"sha512sum"
0,0,0,0,0,80,80,80,80,0,"zipinfo"
0,0,0,0,0,80,80,80,80,0,"xedit"
0,0,0,0,0,80,80,80,80,0,"login"
0,0,0,0,0,39,39,39,39,0,"gpg-wks-server"
0,0,0,0,0,90,90,90,90,0,"systemd-mount"
0,0,0,0,0,26,26,26,26,0,"lexgrog"
0,0,0,0,0,74,74,74,74,0,"localedef"
0,0,0,0,0,80,80,80,80,0,"lowntfs-3g"
0,0,0,0,0,91,91,91,91,0,"xfdesktop-settings"
0,0,0,0,0,80,80,80,80,0,"xkbcomp"
0,0,0,0,0,19,19,19,19,0,"nstat"
0,0,0,0,0,21,21,21,21,0,"git"
0,0,0,0,0,80,80,80,80,0,"["
0,0,0,0,0,80,80,80,80,0,"tr"
0,0,0,0,0,80,80,80,80,0,"futility"
21,0,21,21,21,80,80,80,80,0,"grub-mkrescue"
0,0,0,0,0,91,91,91,91,0,"xfce4-power-manager-settings"
0,0,0,0,0,34,34,34,34,0,"bootctl"
0,0,0,0,0,19,19,19,19,0,"ophcrack"
0,0,0,0,0,90,90,90,90,0,"passwd"
0,0,0,0,0,80,80,80,80,0,"ntlm_brute"
0,0,0,0,0,80,80,80,80,0,"rb"
0,0,0,0,0,19,19,19,19,0,"hydra"
0,0,0,0,0,74,74,74,74,0,"kismet_cap_nrf_52840"
0,0,0,0,0,91,91,91,91,0,"xfce4-mime-helper"
21,0,21,21,21,80,80,80,80,0,"grub-mkrelpath"
0,0,0,0,0,80,80,80,80,0,"citrix"
0,0,0,0,0,80,80,80,80,0,"generic_send_udp"
76,0,76,76,76,80,80,80,80,0,"cpio"
0,0,0,0,0,80,80,80,80,0,"atk6-fake_router26"
0,0,0,0,0,90,90,90,90,0,"dpkg"
21,0,21,21,21,80,80,80,80,0,"grub-script-check"
0,0,0,0,0,91,91,91,91,0,"gio"
2,0,2,2,2,82,82,82,82,2,"x86_64-linux-gnu-objcopy"
0,0,0,0,0,99,99,99,99,0,"broadwayd"
0,0,0,0,0,97,97,97,97,0,"btrfs-select-super"
