"filename","version","findings_count"
"medusa","version_0.6",143
"metaflac","version_0.4",105
"metaflac","version_0.5",95
"metaflac","version_0.6",102
"mingle","version_0.4",0
"mingle","version_0.5",0
"mingle","version_0.6",0
"minicom","version_0.4",267
"minicom","version_0.5",203
"minicom","version_0.6",201
"mkdir","version_0.4",251
"mkdir","version_0.5",52
"mkdir","version_0.6",82
"mkfifo","version_0.4",177
"mkfifo","version_0.5",37
"mkfifo","version_0.6",45
"mkfs.btrfs","version_0.4",871
"mkfs.btrfs","version_0.5",247
"mkfs.btrfs","version_0.6",188
"mknod","version_0.4",202
"mknod","version_0.5",39
"mknod","version_0.6",55
"mksquashfs","version_0.4",344
"mksquashfs","version_0.5",158
"mksquashfs","version_0.6",177
"mm2gv","version_0.4",179
"mm2gv","version_0.5",102
"mm2gv","version_0.6",240
"mmcli","version_0.4",94
"mmcli","version_0.5",27
"mmcli","version_0.6",25
"more","version_0.4",47
"more","version_0.5",23
"more","version_0.6",23
"mount","version_0.4",27
"mount","version_0.5",23
"mount","version_0.6",24
"mousepad","version_0.4",173
"mousepad","version_0.5",0
"mousepad","version_0.6",0
"mpg123.bin","version_0.4",115
"mpg123.bin","version_0.5",0
"mpg123.bin","version_0.6",0
"mpris.proxy","version_0.4",120
"mpris.proxy","version_0.5",15
"mpris.proxy","version_0.6",12
"mpstat","version_0.4",103
"mpstat","version_0.5",69
"mpstat","version_0.6",64
"msrpcfuzz","version_0.4",355
"msrpcfuzz","version_0.5",130
"msrpcfuzz","version_0.6",129
"msrpcfuzz_udp","version_0.4",350
"msrpcfuzz_udp","version_0.5",130
"msrpcfuzz_udp","version_0.6",129
"mt.gnu","version_0.4",239
"mt.gnu","version_0.5",105
"mt.gnu","version_0.6",114
"mv","version_0.4",676
"mv","version_0.5",94
"mv","version_0.6",138
"myisamchk","version_0.4",0
"myisamchk","version_0.5",0
"myisamchk","version_0.6",0
"myisamlog","version_0.4",1784
"myisamlog","version_0.5",446
"myisamlog","version_0.6",491
"myisampack","version_0.4",1854
"myisampack","version_0.5",471
"myisampack","version_0.6",536
"myisam_ftdump","version_0.4",1808
"myisam_ftdump","version_0.5",463
"myisam_ftdump","version_0.6",517
"my_print_defaults","version_0.4",1071
"my_print_defaults","version_0.5",242
"my_print_defaults","version_0.6",261
"nano","version_0.4",527
"nano","version_0.5",319
"nano","version_0.6",395
"nasm","version_0.4",747
"nasm","version_0.5",1161
"nasm","version_0.6",356
"ncdu","version_0.4",1607
"ncdu","version_0.5",138
"ncdu","version_0.6",69
"ncrack","version_0.4",1213
"ncrack","version_0.5",21
"ncrack","version_0.6",14
"ndisasm","version_0.4",27
"ndisasm","version_0.5",29
"ndisasm","version_0.6",59
"net","version_0.4",538
"net","version_0.5",0
"net","version_0.6",0
"netkit.ftp","version_0.4",141
"netkit.ftp","version_0.5",50
"netkit.ftp","version_0.6",59
"netstat","version_0.4",138
"netstat","version_0.5",138
"netstat","version_0.6",135
"networkctl","version_0.4",161
"networkctl","version_0.5",15
"networkctl","version_0.6",29
"nl","version_0.4",486
"nl","version_0.5",138
"nl","version_0.6",147
"nm","version_0.4",2480
"nm","version_0.5",0
"nm","version_0.6",0
"nm.applet","version_0.4",195
"nm.applet","version_0.5",33
"nm.applet","version_0.6",45
"nm.connection.editor","version_0.4",244
"nm.connection.editor","version_0.5",25
"nm.connection.editor","version_0.6",32
"nmap_centos5","version_0.4",0
"nmap_centos5","version_0.5",0
"nmap_centos5","version_0.6",0
"nmblookup","version_0.4",194
"nmblookup","version_0.5",42
"nmblookup","version_0.6",50
"nmcli","version_0.4",760
"nmcli","version_0.5",330
"nmcli","version_0.6",372
"nmtui","version_0.4",342
"nmtui","version_0.5",183
"nmtui","version_0.6",141
"nslookup","version_0.4",442
"nslookup","version_0.5",75
"nslookup","version_0.6",43
"nstat","version_0.4",67
"nstat","version_0.5",34
"nstat","version_0.6",43
"nsupdate","version_0.4",31
"nsupdate","version_0.5",102
"nsupdate","version_0.6",65
"ntfs.3g","version_0.4",160
"ntfs.3g","version_0.5",92
"ntfs.3g","version_0.6",128
"ntfsdecrypt","version_0.4",33
"ntfsdecrypt","version_0.5",12
"ntfsdecrypt","version_0.6",14
"ntfsinfo","version_0.4",88
"ntfsinfo","version_0.5",5
"ntfsinfo","version_0.6",7
"ntfsrecover","version_0.4",147
"ntfsrecover","version_0.5",146
"ntfsrecover","version_0.6",172
"ntfssecaudit","version_0.4",50
"ntfssecaudit","version_0.5",0
"ntfssecaudit","version_0.6",28
"ntfswipe","version_0.4",103
"ntfswipe","version_0.5",19
"ntfswipe","version_0.6",22
"ntlm2","version_0.4",518
"ntlm2","version_0.5",184
"ntlm2","version_0.6",179
"ntlm_brute","version_0.4",511
"ntlm_brute","version_0.5",180
"ntlm_brute","version_0.6",173
"ntpdc","version_0.4",104
"ntpdc","version_0.5",24
"ntpdc","version_0.6",41
"ntpq","version_0.4",182
"ntpq","version_0.5",108
"ntpq","version_0.6",136
"numfmt","version_0.4",0
"numfmt","version_0.5",0
"numfmt","version_0.6",0
"obexctl","version_0.4",169
"obexctl","version_0.5",58
"obexctl","version_0.6",36
"objcopy","version_0.4",2647
"objcopy","version_0.5",612
"objcopy","version_0.6",331
"objdump","version_0.4",3071
"objdump","version_0.5",0
"objdump","version_0.6",0
"od","version_0.4",60
"od","version_0.5",1
"od","version_0.6",0
"onesixtyone","version_0.4",18
"onesixtyone","version_0.5",9
"onesixtyone","version_0.6",10
"openfortivpn","version_0.4",170
"openfortivpn","version_0.5",97
"openfortivpn","version_0.6",105
"openssl","version_0.4",266
"openssl","version_0.5",113
"openssl","version_0.6",155
"ophcrack","version_0.4",536
"ophcrack","version_0.5",13
"ophcrack","version_0.6",0
"ophcrack.cli","version_0.4",530
"ophcrack.cli","version_0.5",283
"ophcrack.cli","version_0.6",310
"out123","version_0.4",49
"out123","version_0.5",72
"out123","version_0.6",50
"pacat","version_0.4",3
"pacat","version_0.5",3
"pacat","version_0.6",3
"packetforge.ng","version_0.4",0
"packetforge.ng","version_0.5",0
"packetforge.ng","version_0.6",0
"packetq","version_0.4",0
"packetq","version_0.5",0
"packetq","version_0.6",0
"pactl","version_0.4",23
"pactl","version_0.5",3
"pactl","version_0.6",5
"parole","version_0.4",251
"parole","version_0.5",0
"parole","version_0.6",0
"partx","version_0.4",128
"partx","version_0.5",76
"partx","version_0.6",88
"passwd","version_0.4",72
"passwd","version_0.5",26
"passwd","version_0.6",37
"patch","version_0.4",308
"patch","version_0.5",162
"patch","version_0.6",179
"pavucontrol","version_0.4",319
"pavucontrol","version_0.5",10
"pavucontrol","version_0.6",31
"perl","version_0.4",0
"perl","version_0.5",0
"perl","version_0.6",0
"perl5.32.1","version_0.4",0
"perl5.32.1","version_0.5",0
"perl5.32.1","version_0.6",0
"perror","version_0.4",0
"perror","version_0.5",0
"perror","version_0.6",0
"photorec","version_0.4",0
"photorec","version_0.5",0
"photorec","version_0.6",0
"pic","version_0.4",234
"pic","version_0.5",97
"pic","version_0.6",183
"pidstat","version_0.4",106
"pidstat","version_0.5",46
"pidstat","version_0.6",56
"pinentry.curses","version_0.4",0
"pinentry.curses","version_0.5",0
"pinentry.curses","version_0.6",0
"pinentry.gnome3","version_0.4",0
"pinentry.gnome3","version_0.5",0
"pinentry.gnome3","version_0.6",0
"ping","version_0.4",21
"ping","version_0.5",18
"ping","version_0.6",20
"pixiewps","version_0.4",72
"pixiewps","version_0.5",34
"pixiewps","version_0.6",42
"pmspike","version_0.4",344
"pmspike","version_0.5",121
"pmspike","version_0.6",126
"post_fuzz","version_0.4",358
"post_fuzz","version_0.5",125
"post_fuzz","version_0.6",128
"post_spike","version_0.4",351
"post_spike","version_0.5",128
"post_spike","version_0.6",129
"pr","version_0.4",0
"pr","version_0.5",0
"pr","version_0.6",0
"preconv","version_0.4",141
"preconv","version_0.5",97
"preconv","version_0.6",100
"printf","version_0.4",0
"printf","version_0.5",0
"printf","version_0.6",0
"procan","version_0.4",46
"procan","version_0.5",67
"procan","version_0.6",70
"profiles","version_0.4",81
"profiles","version_0.5",30
"profiles","version_0.6",31
"proxytunnel","version_0.4",67
"proxytunnel","version_0.5",70
"proxytunnel","version_0.6",66
"ps","version_0.4",57
"ps","version_0.5",100
"ps","version_0.6",112
"pstat","version_0.4",0
"pstat","version_0.5",0
"pstat","version_0.6",0
"pth.curl","version_0.4",1252
"pth.curl","version_0.5",392
"pth.curl","version_0.6",440
"ptx","version_0.4",564
"ptx","version_0.5",163
"ptx","version_0.6",181
"pulseaudio","version_0.4",100
"pulseaudio","version_0.5",2
"pulseaudio","version_0.6",2
"pv","version_0.4",182
"pv","version_0.5",10
"pv","version_0.6",100
"qt5ct","version_0.4",104
"qt5ct","version_0.5",0
"qt5ct","version_0.6",0
"quake","version_0.4",344
"quake","version_0.5",117
"quake","version_0.6",126
"quakeserver","version_0.4",348
"quakeserver","version_0.5",117
"quakeserver","version_0.6",126
"r2agent","version_0.4",418
"r2agent","version_0.5",254
"r2agent","version_0.6",324
"r2r","version_0.4",515
"r2r","version_0.5",294
"r2r","version_0.6",354
"rabin2","version_0.4",418
"rabin2","version_0.5",254
"rabin2","version_0.6",324
"radare2","version_0.4",425
"radare2","version_0.5",256
"radare2","version_0.6",326
"radiff2","version_0.4",418
"radiff2","version_0.5",254
"radiff2","version_0.6",324
"rafind2","version_0.4",418
"rafind2","version_0.5",254
"rafind2","version_0.6",324
"ragg2","version_0.4",418
"ragg2","version_0.5",254
"ragg2","version_0.6",324
"rahash2","version_0.4",418
"rahash2","version_0.5",254
"rahash2","version_0.6",324
"ranlib","version_0.4",2500
"ranlib","version_0.5",0
"ranlib","version_0.6",0
"rarun2","version_0.4",418
"rarun2","version_0.5",254
"rarun2","version_0.6",324
"rasign2","version_0.4",418
"rasign2","version_0.5",254
"rasign2","version_0.6",324
"rasm2","version_0.4",418
"rasm2","version_0.5",254
"rasm2","version_0.6",324
"rawshark","version_0.4",0
"rawshark","version_0.5",0
"rawshark","version_0.6",0
"rax2","version_0.4",418
"rax2","version_0.5",254
"rax2","version_0.6",324
"rb","version_0.4",55
"rb","version_0.5",16
"rb","version_0.6",14
"rctest","version_0.4",80
"rctest","version_0.5",50
"rctest","version_0.6",62
"rdesktop","version_0.4",1065
"rdesktop","version_0.5",480
"rdesktop","version_0.6",458
"rdf2bin","version_0.4",12
"rdf2bin","version_0.5",56
"rdf2bin","version_0.6",9
"rdma","version_0.4",161
"rdma","version_0.5",63
"rdma","version_0.6",66
"readelf","version_0.4",736
"readelf","version_0.5",84
"readelf","version_0.6",60
"readlink","version_0.4",93
"readlink","version_0.5",25
"readlink","version_0.6",25
"realpath","version_0.4",105
"realpath","version_0.5",27
"realpath","version_0.6",32
"rearj","version_0.4",196
"rearj","version_0.5",59
"rearj","version_0.6",55
"reaver","version_0.4",533
"reaver","version_0.5",268
"reaver","version_0.6",334
"recordmydesktop","version_0.4",248
"recordmydesktop","version_0.5",105
"recordmydesktop","version_0.6",130
"redir","version_0.4",484
"redir","version_0.5",21
"redir","version_0.6",18
"rendercheck","version_0.4",69
"rendercheck","version_0.5",42
"rendercheck","version_0.6",22
"replace","version_0.4",1080
"replace","version_0.5",228
"replace","version_0.6",248
"resizepart","version_0.4",48
"resizepart","version_0.5",33
"resizepart","version_0.6",45
"resolvectl","version_0.4",62
"resolvectl","version_0.5",24
"resolvectl","version_0.6",28
"resolveip","version_0.4",1072
"resolveip","version_0.5",241
"resolveip","version_0.6",258
"resolve_stack_dump","version_0.4",1089
"resolve_stack_dump","version_0.5",241
"resolve_stack_dump","version_0.6",258
"rfcomm","version_0.4",32
"rfcomm","version_0.5",36
"rfcomm","version_0.6",35
"ristretto","version_0.4",215
"ristretto","version_0.5",4
"ristretto","version_0.6",16
"rm","version_0.4",194
"rm","version_0.5",35
"rm","version_0.6",49
"rmdir","version_0.4",61
"rmdir","version_0.5",26
"rmdir","version_0.6",28
"rpcclient","version_0.4",0
"rpcclient","version_0.5",0
"rpcclient","version_0.6",0
"rpcgen","version_0.4",0
"rpcgen","version_0.5",0
"rpcgen","version_0.6",0
"rsync","version_0.4",0
"rsync","version_0.5",0
"rsync","version_0.6",0
"rx","version_0.4",55
"rx","version_0.5",16
"rx","version_0.6",14
"rz","version_0.4",55
"rz","version_0.5",16
"rz","version_0.6",14
"sadf","version_0.4",672
"sadf","version_0.5",217
"sadf","version_0.6",152
"samba.regedit","version_0.4",198
"samba.regedit","version_0.5",22
"samba.regedit","version_0.6",23
"sane.find.scanner","version_0.4",150
"sane.find.scanner","version_0.5",102
"sane.find.scanner","version_0.6",84
"sar.sysstat","version_0.4",318
"sar.sysstat","version_0.5",139
"sar.sysstat","version_0.6",123
"sb","version_0.4",38
"sb","version_0.5",12
"sb","version_0.6",8
"sbd","version_0.4",131
"sbd","version_0.5",20
"sbd","version_0.6",20
"scalpel","version_0.4",92
"scalpel","version_0.5",81
"scalpel","version_0.6",57
"scanimage","version_0.4",8
"scanimage","version_0.5",0
"scanimage","version_0.6",0
"scp","version_0.4",141
"scp","version_0.5",134
"scp","version_0.6",125
"screen","version_0.4",1210
"screen","version_0.5",507
"screen","version_0.6",489
"script","version_0.4",104
"script","version_0.5",19
"script","version_0.6",20
"scriptlive","version_0.4",57
"scriptlive","version_0.5",18
"scriptlive","version_0.6",19
"sdptool","version_0.4",115
"sdptool","version_0.5",63
"sdptool","version_0.6",72
"sed","version_0.4",211
"sed","version_0.5",66
"sed","version_0.6",105
"sendmsrpc","version_0.4",360
"sendmsrpc","version_0.5",126
"sendmsrpc","version_0.6",126
"seq","version_0.4",0
"seq","version_0.5",0
"seq","version_0.6",0
"sftp","version_0.4",215
"sftp","version_0.5",170
"sftp","version_0.6",193
"sha1deep","version_0.4",584
"sha1deep","version_0.5",0
"sha1deep","version_0.6",0
"sha1sum","version_0.4",30
"sha1sum","version_0.5",15
"sha1sum","version_0.6",20
"sha224sum","version_0.4",20
"sha224sum","version_0.5",16
"sha224sum","version_0.6",21
"sha256deep","version_0.4",584
"sha256deep","version_0.5",0
"sha256deep","version_0.6",0
"sha256sum","version_0.4",20
"sha256sum","version_0.5",16
"sha256sum","version_0.6",21
"sha384sum","version_0.4",20
"sha384sum","version_0.5",16
"sha384sum","version_0.6",21
"sha512sum","version_0.4",20
"sha512sum","version_0.5",16
"sha512sum","version_0.6",21
"sharkd","version_0.4",0
"sharkd","version_0.5",0
"sharkd","version_0.6",0
"shred","version_0.4",56
"shred","version_0.5",45
"shred","version_0.6",42
"shuf","version_0.4",95
"shuf","version_0.5",22
"shuf","version_0.6",21
"size","version_0.4",2485
"size","version_0.5",0
"size","version_0.6",0
"skipfish","version_0.4",1118
"skipfish","version_0.5",652
"skipfish","version_0.6",939
"smbclient","version_0.4",79
"smbclient","version_0.5",46
"smbclient","version_0.6",40
"smbcontrol","version_0.4",34
"smbcontrol","version_0.5",21
"smbcontrol","version_0.6",43
"snmpnetstat","version_0.4",39
"snmpnetstat","version_0.5",115
"snmpnetstat","version_0.6",41
"socat","version_0.4",0
"socat","version_0.5",0
"socat","version_0.6",0
"sort","version_0.4",217
"sort","version_0.5",70
"sort","version_0.6",68
"speech.dispatcher","version_0.4",166
"speech.dispatcher","version_0.5",61
"speech.dispatcher","version_0.6",137
"split","version_0.4",34
"split","version_0.5",29
"split","version_0.6",26
"spooftooph","version_0.4",140
"spooftooph","version_0.5",116
"spooftooph","version_0.6",106
"sqldiff","version_0.4",0
"sqldiff","version_0.5",0
"sqldiff","version_0.6",0
"sqlite3","version_0.4",0
"sqlite3","version_0.5",0
"sqlite3","version_0.6",0
"sqsh","version_0.4",145
"sqsh","version_0.5",0
"sqsh","version_0.6",0
"ss","version_0.4",127
"ss","version_0.5",114
"ss","version_0.6",124
"ssh","version_0.4",1034
"ssh","version_0.5",402
"ssh","version_0.6",882
"ssh.add","version_0.4",304
"ssh.add","version_0.5",206
"ssh.add","version_0.6",421
"ssh.agent","version_0.4",251
"ssh.agent","version_0.5",168
"ssh.agent","version_0.6",379
"ssh.keygen","version_0.4",484
"ssh.keygen","version_0.5",256
"ssh.keygen","version_0.6",629
"ssh.keyscan","version_0.4",466
"ssh.keyscan","version_0.5",271
"ssh.keyscan","version_0.6",489
"sslsplit","version_0.4",408
"sslsplit","version_0.5",127
"sslsplit","version_0.6",147
"ss_spike","version_0.4",344
"ss_spike","version_0.5",125
"ss_spike","version_0.6",125
"stat","version_0.4",137
"stat","version_0.5",91
"stat","version_0.6",90
"statd_spike","version_0.4",345
"statd_spike","version_0.5",121
"statd_spike","version_0.6",126
"stdbuf","version_0.4",71
"stdbuf","version_0.5",34
"stdbuf","version_0.6",36
"strace","version_0.4",0
"strace","version_0.5",0
"strace","version_0.6",0
"strings","version_0.4",2477
"strings","version_0.5",0
"strings","version_0.6",0
"stty","version_0.4",78
"stty","version_0.5",46
"stty","version_0.6",38
"stunnel4","version_0.4",0
"stunnel4","version_0.5",0
"stunnel4","version_0.6",0
"su","version_0.4",79
"su","version_0.5",41
"su","version_0.6",42
"sudo","version_0.4",180
"sudo","version_0.5",39
"sudo","version_0.6",48
"sudoreplay","version_0.4",138
"sudoreplay","version_0.5",0
"sudoreplay","version_0.6",0
"sunrpcfuzz","version_0.4",352
"sunrpcfuzz","version_0.5",120
"sunrpcfuzz","version_0.6",127
"svn","version_0.4",262
"svn","version_0.5",50
"svn","version_0.6",55
"svnadmin","version_0.4",11
"svnadmin","version_0.5",2
"svnadmin","version_0.6",2
"svnbench","version_0.4",27
"svnbench","version_0.5",4
"svnbench","version_0.6",2
"svnlook","version_0.4",22
"svnlook","version_0.5",4
"svnlook","version_0.6",6
"svnrdump","version_0.4",40
"svnrdump","version_0.5",6
"svnrdump","version_0.6",3
"svnserve","version_0.4",26
"svnserve","version_0.5",9
"svnserve","version_0.6",16
"sx","version_0.4",38
"sx","version_0.5",12
"sx","version_0.6",8
"systemctl","version_0.4",139
"systemctl","version_0.5",135
"systemctl","version_0.6",97
"systemd.analyze","version_0.4",2850
"systemd.analyze","version_0.5",621
"systemd.analyze","version_0.6",350
"systemd.hwdb","version_0.4",125
"systemd.hwdb","version_0.5",78
"systemd.hwdb","version_0.6",96
"systemd.mount","version_0.4",1
"systemd.mount","version_0.5",7
"systemd.mount","version_0.6",5
"systemd.run","version_0.4",2
"systemd.run","version_0.5",5
"systemd.run","version_0.6",4
"systemd.sysusers","version_0.4",55
"systemd.sysusers","version_0.5",36
"systemd.sysusers","version_0.6",36
"systemd.tmpfiles","version_0.4",21
"systemd.tmpfiles","version_0.5",8
"systemd.tmpfiles","version_0.6",17
"sz","version_0.4",38
"sz","version_0.5",12
"sz","version_0.6",8
"tac","version_0.4",479
"tac","version_0.5",134
"tac","version_0.6",143
"tail","version_0.4",115
"tail","version_0.5",26
"tail","version_0.6",30
"tapestat","version_0.4",30
"tapestat","version_0.5",38
"tapestat","version_0.6",35
"tar","version_0.4",906
"tar","version_0.5",443
"tar","version_0.6",453
"tbl","version_0.4",406
"tbl","version_0.5",0
"tbl","version_0.6",0
"tcpbridge","version_0.4",2378
"tcpbridge","version_0.5",0
"tcpbridge","version_0.6",0
"tcpcapinfo","version_0.4",1106
"tcpcapinfo","version_0.5",0
"tcpcapinfo","version_0.6",0
"tcpdump","version_0.4",820
"tcpdump","version_0.5",24
"tcpdump","version_0.6",192
"tcpliveplay","version_0.4",1180
"tcpliveplay","version_0.5",0
"tcpliveplay","version_0.6",0
"tcpprep","version_0.4",1514
"tcpprep","version_0.5",0
"tcpprep","version_0.6",0
"tcpreplay","version_0.4",1559
"tcpreplay","version_0.5",0
"tcpreplay","version_0.6",0
"tcpreplay.edit","version_0.4",2625
"tcpreplay.edit","version_0.5",0
"tcpreplay.edit","version_0.6",0
"tcprewrite","version_0.4",2226
"tcprewrite","version_0.5",0
"tcprewrite","version_0.6",0
"telnet.netkit","version_0.4",106
"telnet.netkit","version_0.5",111
"telnet.netkit","version_0.6",85
"test","version_0.4",103
"test","version_0.5",30
"test","version_0.6",33
"testdisk","version_0.4",1392
"testdisk","version_0.5",179
"testdisk","version_0.6",270
"text2pcap","version_0.4",69
"text2pcap","version_0.5",26
"text2pcap","version_0.6",23
"thunar","version_0.4",0
"thunar","version_0.5",0
"thunar","version_0.6",0
"tic","version_0.4",34
"tic","version_0.5",0
"tic","version_0.6",0
"tigerdeep","version_0.4",584
"tigerdeep","version_0.5",0
"tigerdeep","version_0.6",0
"tmux","version_0.4",2102
"tmux","version_0.5",0
"tmux","version_0.6",0
"top","version_0.4",0
"top","version_0.5",0
"top","version_0.6",0
"touch","version_0.4",99
"touch","version_0.5",70
"touch","version_0.6",75
"tpmc","version_0.4",29
"tpmc","version_0.5",33
"tpmc","version_0.6",28
"tr","version_0.4",47
"tr","version_0.5",21
"tr","version_0.6",14
"traceroute.db","version_0.4",70
"traceroute.db","version_0.5",44
"traceroute.db","version_0.6",30
"troff","version_0.4",834
"troff","version_0.5",243
"troff","version_0.6",0
"trust","version_0.4",160
"trust","version_0.5",66
"trust","version_0.6",115
"tshark","version_0.4",414
"tshark","version_0.5",0
"tshark","version_0.6",0
"tsk_comparedir","version_0.4",0
"tsk_comparedir","version_0.5",0
"tsk_comparedir","version_0.6",0
"tsk_gettimes","version_0.4",0
"tsk_gettimes","version_0.5",0
"tsk_gettimes","version_0.6",0
"tsk_loaddb","version_0.4",0
"tsk_loaddb","version_0.5",0
"tsk_loaddb","version_0.6",0
"tsk_recover","version_0.4",0
"tsk_recover","version_0.5",0
"tsk_recover","version_0.6",0
"tsort","version_0.4",171
"tsort","version_0.5",16
"tsort","version_0.6",12
"udevadm","version_0.4",633
"udevadm","version_0.5",365
"udevadm","version_0.6",462
"udisksctl","version_0.4",11
"udisksctl","version_0.5",16
"udisksctl","version_0.6",12
"umax_pp","version_0.4",76
"umax_pp","version_0.5",124
"umax_pp","version_0.6",130
"uniq","version_0.4",30
"uniq","version_0.5",21
"uniq","version_0.6",18
"unix2dos","version_0.4",88
"unix2dos","version_0.5",5
"unix2dos","version_0.6",7
"unrar.nonfree","version_0.4",1479
"unrar.nonfree","version_0.5",266
"unrar.nonfree","version_0.6",200
"unsquashfs","version_0.4",99
"unsquashfs","version_0.5",70
"unsquashfs","version_0.6",55
"unzip","version_0.4",164
"unzip","version_0.5",97
"unzip","version_0.6",112
"unzipsfx","version_0.4",88
"unzipsfx","version_0.5",54
"unzipsfx","version_0.6",74
"update.alternatives","version_0.4",50
"update.alternatives","version_0.5",98
"update.alternatives","version_0.6",117
"update.mime.database","version_0.4",51
"update.mime.database","version_0.5",16
"update.mime.database","version_0.6",21
"upx.ucl","version_0.4",2735
"upx.ucl","version_0.5",258
"upx.ucl","version_0.6",257
"VBoxClient","version_0.4",0
"VBoxClient","version_0.5",0
"VBoxClient","version_0.6",0
"vdir","version_0.4",234
"vdir","version_0.5",158
"vdir","version_0.6",123
"vim","version_0.4",0
"vim","version_0.5",0
"vim","version_0.6",0
"vim.basic","version_0.4",0
"vim.basic","version_0.5",0
"vim.basic","version_0.6",0
"vim.tiny","version_0.4",2224
"vim.tiny","version_0.5",162
"vim.tiny","version_0.6",0
"voiphopper","version_0.4",151
"voiphopper","version_0.5",191
"voiphopper","version_0.6",182
"vsyasm","version_0.4",1005
"vsyasm","version_0.5",0
"vsyasm","version_0.6",0
"wash","version_0.4",533
"wash","version_0.5",268
"wash","version_0.6",334
"wdctl","version_0.4",35
"wdctl","version_0.5",26
"wdctl","version_0.6",27
"webfuzz","version_0.4",340
"webfuzz","version_0.5",119
"webfuzz","version_0.6",124
"wg","version_0.4",854
"wg","version_0.5",18
"wg","version_0.6",60
"wget","version_0.4",1085
"wget","version_0.5",426
"wget","version_0.6",441
"whatis","version_0.4",73
"whatis","version_0.5",30
"whatis","version_0.6",38
"whirlpooldeep","version_0.4",584
"whirlpooldeep","version_0.5",0
"whirlpooldeep","version_0.6",0
"who","version_0.4",72
"who","version_0.5",41
"who","version_0.6",47
"whois","version_0.4",106
"whois","version_0.5",99
"whois","version_0.6",98
"winexe","version_0.4",2
"winexe","version_0.5",4
"winexe","version_0.6",5
"wpa_passphrase","version_0.4",74
"wpa_passphrase","version_0.5",61
"wpa_passphrase","version_0.6",61
"x11perf","version_0.4",108
"x11perf","version_0.5",0
"x11perf","version_0.6",0
"x11_spike","version_0.4",345
"x11_spike","version_0.5",126
"x11_spike","version_0.6",126
"x86_64.linux.gnu.ar","version_0.4",82
"x86_64.linux.gnu.ar","version_0.5",45
"x86_64.linux.gnu.ar","version_0.6",68
"x86_64.linux.gnu.as","version_0.4",0
"x86_64.linux.gnu.as","version_0.5",0
"x86_64.linux.gnu.as","version_0.6",0
"x86_64.linux.gnu.c..filt","version_0.4",0
"x86_64.linux.gnu.c..filt","version_0.5",0
"x86_64.linux.gnu.c..filt","version_0.6",0
"x86_64.linux.gnu.cpp.10","version_0.4",983
"x86_64.linux.gnu.cpp.10","version_0.5",93
"x86_64.linux.gnu.cpp.10","version_0.6",45
"x86_64.linux.gnu.g...10","version_0.4",986
"x86_64.linux.gnu.g...10","version_0.5",92
"x86_64.linux.gnu.g...10","version_0.6",42
"x86_64.linux.gnu.gcc.10","version_0.4",983
"x86_64.linux.gnu.gcc.10","version_0.5",97
"x86_64.linux.gnu.gcc.10","version_0.6",45
"x86_64.linux.gnu.gcov.dump.10","version_0.4",0
"x86_64.linux.gnu.gcov.dump.10","version_0.5",0
"x86_64.linux.gnu.gcov.dump.10","version_0.6",0
"x86_64.linux.gnu.gcov.tool.10","version_0.4",0
"x86_64.linux.gnu.gcov.tool.10","version_0.5",0
"x86_64.linux.gnu.gcov.tool.10","version_0.6",0
"x86_64.linux.gnu.gprof","version_0.4",284
"x86_64.linux.gnu.gprof","version_0.5",367
"x86_64.linux.gnu.gprof","version_0.6",171
"x86_64.linux.gnu.ld.bfd","version_0.4",955
"x86_64.linux.gnu.ld.bfd","version_0.5",812
"x86_64.linux.gnu.ld.bfd","version_0.6",833
"x86_64.linux.gnu.ld.gold","version_0.4",0
"x86_64.linux.gnu.ld.gold","version_0.5",0
"x86_64.linux.gnu.ld.gold","version_0.6",0
"x86_64.linux.gnu.objcopy","version_0.4",1299
"x86_64.linux.gnu.objcopy","version_0.5",19
"x86_64.linux.gnu.objcopy","version_0.6",0
"x86_64.linux.gnu.objdump","version_0.4",1420
"x86_64.linux.gnu.objdump","version_0.5",15
"x86_64.linux.gnu.objdump","version_0.6",26
"x86_64.linux.gnu.ranlib","version_0.4",82
"x86_64.linux.gnu.ranlib","version_0.5",45
"x86_64.linux.gnu.ranlib","version_0.6",68
"x86_64.linux.gnu.readelf","version_0.4",566
"x86_64.linux.gnu.readelf","version_0.5",0
"x86_64.linux.gnu.readelf","version_0.6",0
"x86_64.linux.gnu.strip","version_0.4",1299
"x86_64.linux.gnu.strip","version_0.5",19
"x86_64.linux.gnu.strip","version_0.6",0
"xargs","version_0.4",0
"xargs","version_0.5",0
"xargs","version_0.6",0
"xauth","version_0.4",76
"xauth","version_0.5",45
"xauth","version_0.6",64
"xclock","version_0.4",0
"xclock","version_0.5",0
"xclock","version_0.6",0
"xdg.dbus.proxy","version_0.4",52
"xdg.dbus.proxy","version_0.5",16
"xdg.dbus.proxy","version_0.6",21
"xditview","version_0.4",53
"xditview","version_0.5",13
"xditview","version_0.6",15
"xdotool","version_0.4",45
"xdotool","version_0.5",27
"xdotool","version_0.6",49
"xedit","version_0.4",0
"xedit","version_0.5",0
"xedit","version_0.6",0
"xfce4.about","version_0.4",5
"xfce4.about","version_0.5",5
"xfce4.about","version_0.6",6
"xfce4.accessibility.settings","version_0.4",0
"xfce4.accessibility.settings","version_0.5",2
"xfce4.accessibility.settings","version_0.6",2
"xfce4.appearance.settings","version_0.4",0
"xfce4.appearance.settings","version_0.5",2
